"","date","ReviewSource","brand","n"
"783",2021-01-20,"Playstore","flutterwave",4
"784",2021-01-21,"Playstore","abeg",1
"785",2021-01-21,"Playstore","flutterwave",8
"786",2021-01-22,"Playstore","flutterwave",10
"787",2021-01-23,"Playstore","flutterwave",13
"788",2021-01-24,"Playstore","flutterwave",12
"789",2021-01-25,"Playstore","flutterwave",18
"790",2021-01-26,"Playstore","flutterwave",8
"791",2021-01-27,"Playstore","flutterwave",7
"792",2021-01-28,"Playstore","flutterwave",12
"793",2021-01-29,"AppStore","flutterwave",1
"794",2021-01-29,"Playstore","flutterwave",8
"795",2021-01-30,"Playstore","flutterwave",12
"796",2021-01-31,"Playstore","flutterwave",14
"797",2021-02-01,"Playstore","flutterwave",10
"798",2021-02-02,"Playstore","flutterwave",15
"799",2021-02-03,"Playstore","flutterwave",12
"800",2021-02-04,"Playstore","flutterwave",14
"801",2021-02-05,"Playstore","flutterwave",18
"802",2021-02-06,"Playstore","flutterwave",15
"803",2021-02-07,"Playstore","flutterwave",6
"804",2021-02-08,"Playstore","flutterwave",5
"805",2021-02-09,"Playstore","flutterwave",11
"806",2021-02-10,"Playstore","flutterwave",14
"807",2021-02-11,"Playstore","flutterwave",15
"808",2021-02-12,"Playstore","flutterwave",11
"809",2021-02-13,"Playstore","flutterwave",11
"810",2021-02-14,"Playstore","flutterwave",10
"811",2021-02-15,"Playstore","flutterwave",11
"812",2021-02-16,"Playstore","flutterwave",8
"813",2021-02-17,"AppStore","flutterwave",1
"814",2021-02-17,"Playstore","flutterwave",11
"815",2021-02-18,"AppStore","flutterwave",1
"816",2021-02-18,"Playstore","flutterwave",8
"817",2021-02-19,"AppStore","abeg",2
"818",2021-02-19,"Playstore","flutterwave",12
"819",2021-02-20,"Playstore","abeg",1
"820",2021-02-20,"Playstore","flutterwave",13
"821",2021-02-21,"Playstore","flutterwave",7
"822",2021-02-22,"Playstore","abeg",1
"823",2021-02-22,"Playstore","flutterwave",10
"824",2021-02-23,"Playstore","flutterwave",10
"825",2021-02-24,"Playstore","flutterwave",16
"826",2021-02-25,"Playstore","abeg",1
"827",2021-02-25,"Playstore","flutterwave",15
"828",2021-02-26,"Playstore","flutterwave",12
"829",2021-02-27,"Playstore","abeg",1
"830",2021-02-27,"Playstore","flutterwave",6
"831",2021-02-28,"AppStore","flutterwave",1
"832",2021-02-28,"Playstore","flutterwave",7
"833",2021-03-01,"Playstore","flutterwave",5
"834",2021-03-02,"AppStore","flutterwave",1
"835",2021-03-02,"Playstore","flutterwave",7
"836",2021-03-03,"Playstore","flutterwave",8
"837",2021-03-04,"Playstore","flutterwave",4
"838",2021-03-05,"Playstore","flutterwave",4
"839",2021-03-06,"AppStore","flutterwave",1
"840",2021-03-06,"Playstore","flutterwave",4
"841",2021-03-07,"Playstore","flutterwave",4
"842",2021-03-08,"Playstore","flutterwave",9
"843",2021-03-09,"Playstore","flutterwave",7
"844",2021-03-10,"Playstore","flutterwave",41
"845",2021-03-11,"Playstore","flutterwave",25
"846",2021-03-12,"Playstore","flutterwave",13
"847",2021-03-13,"Playstore","abeg",1
"848",2021-03-13,"Playstore","flutterwave",8
"849",2021-03-14,"Playstore","flutterwave",11
"850",2021-03-15,"Playstore","flutterwave",10
"851",2021-03-16,"Playstore","flutterwave",11
"852",2021-03-17,"Playstore","flutterwave",7
"853",2021-03-18,"Playstore","flutterwave",8
"854",2021-03-19,"Playstore","abeg",1
"855",2021-03-19,"Playstore","flutterwave",6
"856",2021-03-20,"Playstore","flutterwave",9
"857",2021-03-21,"Playstore","flutterwave",9
"858",2021-03-22,"Playstore","flutterwave",2
"859",2021-03-23,"Playstore","flutterwave",5
"860",2021-03-24,"Playstore","flutterwave",4
"861",2021-03-25,"AppStore","flutterwave",1
"862",2021-03-25,"Playstore","flutterwave",8
"863",2021-03-26,"Playstore","flutterwave",4
"864",2021-03-27,"Playstore","abeg",1
"865",2021-03-27,"Playstore","flutterwave",4
"866",2021-03-28,"Playstore","flutterwave",6
"867",2021-03-29,"AppStore","flutterwave",1
"868",2021-03-29,"Playstore","flutterwave",2
"869",2021-03-30,"Playstore","flutterwave",7
"870",2021-03-31,"Playstore","abeg",1
"871",2021-03-31,"Playstore","flutterwave",4
"872",2021-04-01,"Playstore","flutterwave",5
"873",2021-04-02,"Playstore","flutterwave",9
"874",2021-04-03,"AppStore","flutterwave",1
"875",2021-04-03,"Playstore","flutterwave",6
"876",2021-04-04,"Playstore","flutterwave",7
"877",2021-04-05,"Playstore","flutterwave",6
"878",2021-04-06,"Playstore","flutterwave",5
"879",2021-04-07,"Playstore","flutterwave",5
"880",2021-04-08,"Playstore","flutterwave",9
"881",2021-04-09,"AppStore","flutterwave",2
"882",2021-04-09,"Playstore","flutterwave",7
"883",2021-04-10,"Playstore","flutterwave",6
"884",2021-04-11,"AppStore","abeg",1
"885",2021-04-11,"Playstore","flutterwave",3
"886",2021-04-12,"Playstore","flutterwave",7
"887",2021-04-13,"Playstore","flutterwave",6
"888",2021-04-14,"Playstore","abeg",1
"889",2021-04-14,"Playstore","flutterwave",5
"890",2021-04-15,"Playstore","flutterwave",5
"891",2021-04-16,"Playstore","flutterwave",5
"892",2021-04-17,"Playstore","flutterwave",2
"893",2021-04-18,"AppStore","abeg",2
"894",2021-04-18,"Playstore","flutterwave",2
"895",2021-04-19,"Playstore","flutterwave",3
"896",2021-04-20,"Playstore","flutterwave",2
"897",2021-04-21,"Playstore","flutterwave",5
"898",2021-04-22,"Playstore","abeg",1
"899",2021-04-22,"Playstore","flutterwave",3
"900",2021-04-23,"Playstore","flutterwave",7
"901",2021-04-24,"Playstore","flutterwave",5
"902",2021-04-25,"Playstore","abeg",1
"903",2021-04-25,"Playstore","flutterwave",1
"904",2021-04-26,"AppStore","abeg",1
"905",2021-04-26,"Playstore","abeg",1
"906",2021-04-26,"Playstore","flutterwave",6
"907",2021-04-27,"Playstore","abeg",1
"908",2021-04-27,"Playstore","flutterwave",9
"909",2021-04-28,"Playstore","abeg",1
"910",2021-04-28,"Playstore","flutterwave",2
"911",2021-04-29,"Playstore","abeg",2
"912",2021-04-29,"Playstore","flutterwave",3
"913",2021-04-30,"Playstore","flutterwave",7
"914",2021-05-01,"Playstore","abeg",1
"915",2021-05-01,"Playstore","flutterwave",1
"916",2021-05-02,"Playstore","flutterwave",4
"917",2021-05-03,"Playstore","flutterwave",5
"918",2021-05-04,"AppStore","flutterwave",1
"919",2021-05-04,"Playstore","flutterwave",5
"920",2021-05-05,"Playstore","flutterwave",1
"921",2021-05-06,"Playstore","abeg",1
"922",2021-05-06,"Playstore","flutterwave",7
"923",2021-05-07,"AppStore","flutterwave",1
"924",2021-05-07,"Playstore","flutterwave",2
"925",2021-05-08,"Playstore","abeg",1
"926",2021-05-08,"Playstore","flutterwave",11
"927",2021-05-09,"Playstore","flutterwave",4
"928",2021-05-10,"Playstore","flutterwave",6
"929",2021-05-11,"Playstore","flutterwave",3
"930",2021-05-12,"Playstore","flutterwave",2
"931",2021-05-13,"Playstore","flutterwave",3
"932",2021-05-14,"Playstore","flutterwave",8
"933",2021-05-15,"Playstore","flutterwave",2
"934",2021-05-16,"Playstore","flutterwave",4
"935",2021-05-17,"Playstore","flutterwave",8
"936",2021-05-18,"Playstore","flutterwave",1
"937",2021-05-19,"Playstore","flutterwave",5
"938",2021-05-20,"Playstore","flutterwave",1
"939",2021-05-21,"Playstore","flutterwave",2
"940",2021-05-22,"Playstore","flutterwave",3
"941",2021-05-23,"Playstore","flutterwave",4
"942",2021-05-24,"Playstore","flutterwave",1
"943",2021-05-25,"Playstore","flutterwave",1
"944",2021-05-26,"Playstore","flutterwave",4
"945",2021-05-27,"Playstore","flutterwave",3
"946",2021-05-28,"Playstore","flutterwave",3
"947",2021-05-29,"Playstore","flutterwave",1
"948",2021-05-30,"Playstore","flutterwave",2
"949",2021-05-31,"Playstore","flutterwave",3
"950",2021-06-01,"Playstore","flutterwave",2
"951",2021-06-02,"Playstore","flutterwave",1
"952",2021-06-03,"Playstore","flutterwave",3
"953",2021-06-04,"Playstore","flutterwave",3
"954",2021-06-05,"Playstore","flutterwave",1
"955",2021-06-06,"Playstore","flutterwave",1
"956",2021-06-07,"AppStore","flutterwave",1
"957",2021-06-07,"Playstore","flutterwave",4
"958",2021-06-08,"Playstore","flutterwave",2
"959",2021-06-09,"Playstore","flutterwave",4
"960",2021-06-10,"AppStore","flutterwave",1
"961",2021-06-10,"Playstore","flutterwave",6
"962",2021-06-11,"Playstore","flutterwave",20
"963",2021-06-12,"Playstore","abeg",1
"964",2021-06-12,"Playstore","flutterwave",18
"965",2021-06-13,"Playstore","flutterwave",11
"966",2021-06-22,"Playstore","flutterwave",2
"967",2021-06-23,"Playstore","flutterwave",12
"968",2021-06-24,"Playstore","flutterwave",2
"969",2021-06-25,"AppStore","flutterwave",1
"970",2021-06-25,"Playstore","flutterwave",4
"971",2021-06-26,"Playstore","flutterwave",4
"972",2021-06-27,"Playstore","flutterwave",4
"973",2021-06-28,"Playstore","flutterwave",7
"974",2021-06-29,"Playstore","flutterwave",43
"975",2021-06-30,"Playstore","flutterwave",32
"976",2021-07-01,"Playstore","flutterwave",24
"977",2021-07-02,"Playstore","flutterwave",13
"978",2021-07-03,"Playstore","flutterwave",12
"979",2021-07-04,"Playstore","flutterwave",14
"980",2021-07-05,"Playstore","flutterwave",6
"981",2021-07-06,"AppStore","flutterwave",1
"982",2021-07-06,"Playstore","flutterwave",3
"983",2021-07-07,"Playstore","flutterwave",13
"984",2021-07-08,"Playstore","flutterwave",4
"985",2021-07-09,"Playstore","flutterwave",7
"986",2021-07-10,"Playstore","flutterwave",10
"987",2021-07-11,"Playstore","flutterwave",3
"988",2021-07-12,"Playstore","flutterwave",2
"989",2021-07-13,"Playstore","flutterwave",4
"990",2021-07-14,"Playstore","flutterwave",3
"991",2021-07-15,"Playstore","flutterwave",3
"992",2021-07-16,"Playstore","flutterwave",3
"993",2021-07-18,"Playstore","flutterwave",3
"994",2021-07-19,"Playstore","flutterwave",8
"995",2021-07-20,"Playstore","flutterwave",6
"996",2021-07-21,"Playstore","flutterwave",2
"997",2021-07-22,"AppStore","flutterwave",1
"998",2021-07-23,"Playstore","flutterwave",3
"999",2021-07-24,"Playstore","abeg",2
"1000",2021-07-24,"Playstore","flutterwave",2
"1001",2021-07-25,"AppStore","flutterwave",1
"1002",2021-07-25,"Playstore","abeg",5
"1003",2021-07-25,"Playstore","flutterwave",5
"1004",2021-07-26,"AppStore","abeg",5
"1005",2021-07-26,"Playstore","abeg",32
"1006",2021-07-26,"Playstore","flutterwave",3
"1007",2021-07-27,"Playstore","abeg",45
"1008",2021-07-27,"Playstore","flutterwave",2
"1009",2021-07-28,"AppStore","abeg",2
"1010",2021-07-28,"Playstore","abeg",27
"1011",2021-07-28,"Playstore","flutterwave",6
"1012",2021-07-29,"AppStore","abeg",2
"1013",2021-07-29,"Playstore","abeg",14
"1014",2021-07-29,"Playstore","flutterwave",7
"1015",2021-07-30,"AppStore","abeg",1
"1016",2021-07-30,"Playstore","abeg",12
"1017",2021-07-30,"Playstore","flutterwave",7
"1018",2021-07-31,"Playstore","abeg",15
"1019",2021-07-31,"Playstore","flutterwave",2
"1020",2021-08-01,"AppStore","abeg",8
"1021",2021-08-01,"Playstore","abeg",33
"1022",2021-08-02,"AppStore","abeg",3
"1023",2021-08-02,"Playstore","abeg",36
"1024",2021-08-02,"Playstore","flutterwave",3
"1025",2021-08-03,"AppStore","abeg",3
"1026",2021-08-03,"Playstore","abeg",41
"1027",2021-08-03,"Playstore","flutterwave",13
"1028",2021-08-04,"AppStore","abeg",5
"1029",2021-08-04,"Playstore","abeg",51
"1030",2021-08-04,"Playstore","flutterwave",6
"1031",2021-08-05,"Playstore","abeg",35
"1032",2021-08-05,"Playstore","flutterwave",5
"1033",2021-08-06,"Playstore","abeg",44
"1034",2021-08-06,"Playstore","flutterwave",2
"1035",2021-08-07,"Playstore","abeg",35
"1036",2021-08-07,"Playstore","flutterwave",3
"1037",2021-08-08,"AppStore","abeg",1
"1038",2021-08-08,"Playstore","abeg",73
"1039",2021-08-08,"Playstore","flutterwave",1
"1040",2021-08-09,"Playstore","abeg",87
"1041",2021-08-09,"Playstore","flutterwave",2
"1042",2021-08-10,"AppStore","abeg",2
"1043",2021-08-10,"Playstore","abeg",100
"1044",2021-08-10,"Playstore","flutterwave",3
"1045",2021-08-11,"AppStore","abeg",2
"1046",2021-08-11,"Playstore","abeg",69
"1047",2021-08-11,"Playstore","flutterwave",3
"1048",2021-08-12,"AppStore","abeg",3
"1049",2021-08-12,"Playstore","abeg",51
"1050",2021-08-12,"Playstore","flutterwave",1
"1051",2021-08-13,"AppStore","abeg",2
"1052",2021-08-13,"Playstore","abeg",58
"1053",2021-08-13,"Playstore","flutterwave",7
"1054",2021-08-14,"AppStore","abeg",2
"1055",2021-08-14,"Playstore","abeg",48
"1056",2021-08-14,"Playstore","flutterwave",1
"1057",2021-08-15,"AppStore","abeg",2
"1058",2021-08-15,"Playstore","abeg",43
"1059",2021-08-15,"Playstore","flutterwave",1
"1060",2021-08-16,"AppStore","flutterwave",1
"1061",2021-08-16,"Playstore","abeg",50
"1062",2021-08-16,"Playstore","flutterwave",4
"1063",2021-08-17,"AppStore","abeg",2
"1064",2021-08-17,"Playstore","abeg",43
"1065",2021-08-17,"Playstore","flutterwave",3
"1066",2021-08-18,"AppStore","abeg",1
"1067",2021-08-18,"Playstore","abeg",45
"1068",2021-08-18,"Playstore","flutterwave",2
"1069",2021-08-19,"AppStore","abeg",1
"1070",2021-08-19,"Playstore","abeg",24
"1071",2021-08-20,"AppStore","abeg",2
"1072",2021-08-20,"AppStore","flutterwave",1
"1073",2021-08-20,"Playstore","abeg",38
"1074",2021-08-20,"Playstore","flutterwave",3
"1075",2021-08-21,"AppStore","abeg",3
"1076",2021-08-21,"Playstore","abeg",41
"1077",2021-08-21,"Playstore","flutterwave",5
"1078",2021-08-22,"AppStore","flutterwave",1
"1079",2021-08-22,"Playstore","abeg",30
"1080",2021-08-22,"Playstore","flutterwave",3
"1081",2021-08-23,"AppStore","abeg",2
"1082",2021-08-23,"Playstore","abeg",35
"1083",2021-08-23,"Playstore","flutterwave",2
"1084",2021-08-24,"AppStore","flutterwave",1
"1085",2021-08-24,"Playstore","abeg",41
"1086",2021-08-24,"Playstore","flutterwave",2
"1087",2021-08-25,"AppStore","abeg",1
"1088",2021-08-25,"Playstore","abeg",18
"1089",2021-08-25,"Playstore","flutterwave",2
"1090",2021-08-26,"AppStore","abeg",2
"1091",2021-08-26,"Playstore","abeg",16
"1092",2021-08-26,"Playstore","flutterwave",6
"1093",2021-08-27,"AppStore","flutterwave",1
"1094",2021-08-27,"Playstore","abeg",39
"1095",2021-08-27,"Playstore","flutterwave",1
"1096",2021-08-28,"AppStore","flutterwave",2
"1097",2021-08-28,"Playstore","abeg",14
"1098",2021-08-28,"Playstore","flutterwave",4
"1099",2021-08-29,"Playstore","abeg",26
"1100",2021-08-29,"Playstore","flutterwave",2
"1101",2021-08-30,"Playstore","abeg",22
"1102",2021-08-30,"Playstore","flutterwave",4
"1103",2021-08-31,"AppStore","abeg",1
"1104",2021-08-31,"Playstore","abeg",19
"1105",2021-08-31,"Playstore","flutterwave",4
"1106",2021-09-01,"Playstore","abeg",18
"1107",2021-09-01,"Playstore","flutterwave",3
"1108",2021-09-02,"Playstore","abeg",25
"1109",2021-09-02,"Playstore","flutterwave",7
"1110",2021-09-03,"AppStore","abeg",1
"1111",2021-09-03,"Playstore","abeg",46
"1112",2021-09-03,"Playstore","flutterwave",4
"1113",2021-09-04,"AppStore","abeg",1
"1114",2021-09-04,"Playstore","abeg",46
"1115",2021-09-04,"Playstore","flutterwave",1
"1116",2021-09-05,"AppStore","abeg",2
"1117",2021-09-05,"Playstore","abeg",23
"1118",2021-09-05,"Playstore","flutterwave",1
"1119",2021-09-06,"AppStore","abeg",1
"1120",2021-09-06,"Playstore","abeg",41
"1121",2021-09-06,"Playstore","flutterwave",4
"1122",2021-09-07,"AppStore","abeg",1
"1123",2021-09-07,"Playstore","abeg",24
"1124",2021-09-07,"Playstore","flutterwave",2
"1125",2021-09-08,"AppStore","abeg",1
"1126",2021-09-08,"Playstore","abeg",27
"1127",2021-09-08,"Playstore","flutterwave",1
"1128",2021-09-09,"AppStore","abeg",1
"1129",2021-09-09,"Playstore","abeg",11
"1130",2021-09-09,"Playstore","flutterwave",3
"1131",2021-09-10,"AppStore","abeg",1
"1132",2021-09-10,"Playstore","abeg",15
"1133",2021-09-10,"Playstore","flutterwave",4
"1134",2021-09-11,"Playstore","abeg",11
"1135",2021-09-11,"Playstore","flutterwave",4
"1136",2021-09-12,"AppStore","abeg",1
"1137",2021-09-12,"Playstore","abeg",14
"1138",2021-09-12,"Playstore","flutterwave",1
"1139",2021-09-13,"Playstore","abeg",10
"1140",2021-09-13,"Playstore","flutterwave",2
"1141",2021-09-14,"AppStore","abeg",1
"1142",2021-09-14,"Playstore","abeg",10
"1143",2021-09-14,"Playstore","flutterwave",3
"1144",2021-09-15,"Playstore","abeg",10
"1145",2021-09-15,"Playstore","flutterwave",1
"1146",2021-09-16,"AppStore","abeg",1
"1147",2021-09-16,"Playstore","abeg",12
"1148",2021-09-16,"Playstore","flutterwave",2
"1149",2021-09-17,"Playstore","abeg",10
"1150",2021-09-17,"Playstore","flutterwave",3
"1151",2021-09-18,"Playstore","abeg",6
"1152",2021-09-18,"Playstore","flutterwave",3
"1153",2021-09-19,"Playstore","abeg",5
"1154",2021-09-19,"Playstore","flutterwave",2
"1155",2021-09-20,"Playstore","abeg",5
"1156",2021-09-20,"Playstore","flutterwave",7
"1157",2021-09-21,"Playstore","abeg",13
"1158",2021-09-21,"Playstore","flutterwave",3
"1159",2021-09-22,"Playstore","abeg",6
"1160",2021-09-22,"Playstore","flutterwave",6
"1161",2021-09-23,"Playstore","abeg",6
"1162",2021-09-23,"Playstore","flutterwave",6
"1163",2021-09-24,"Playstore","abeg",8
"1164",2021-09-24,"Playstore","flutterwave",4
"1165",2021-09-25,"Playstore","abeg",2
"1166",2021-09-25,"Playstore","flutterwave",4
"1167",2021-09-26,"Playstore","abeg",4
"1168",2021-09-26,"Playstore","flutterwave",4
"1169",2021-09-27,"Playstore","abeg",9
"1170",2021-09-27,"Playstore","flutterwave",3
"1171",2021-09-28,"AppStore","flutterwave",1
"1172",2021-09-28,"Playstore","abeg",5
"1173",2021-09-28,"Playstore","flutterwave",4
"1174",2021-09-29,"Playstore","abeg",14
"1175",2021-09-29,"Playstore","flutterwave",3
"1176",2021-09-30,"Playstore","abeg",12
"1177",2021-09-30,"Playstore","flutterwave",2
"1178",2021-10-01,"AppStore","abeg",1
"1179",2021-10-01,"AppStore","flutterwave",1
"1180",2021-10-01,"Playstore","abeg",23
"1181",2021-10-02,"AppStore","abeg",1
"1182",2021-10-02,"Playstore","abeg",26
"1183",2021-10-02,"Playstore","flutterwave",4
"1184",2021-10-03,"Playstore","abeg",7
"1185",2021-10-03,"Playstore","flutterwave",1
